Food,Category,Amount,Calories,Carbs(in g),Fat(in g),Protein(in g),Meal_type,Region,Type,Categories
Multi Vitamin Gummies,WWE, 2 gummies,16,4,0,0,Snacks,All Indian,Vegetarian,Healthy
Beef Barley Soup,Wwe Cafeteria, 8 fl oz,120,14,0,6,Snacks,All Indian,Non Vegetarian,Healthy
Balor Club Chipotle Dark Chocolate,WWE, 0.5 bar,230,22,14,2,Snacks,All Indian,Vegetarian,Healthy
Wwe Superstars Cookie Sandwich,Good Humor, 1 sandwich (64g),150,27,4,2,Snacks,All Indian,Vegetarian,Healthy
WWE Super Stars Cookie Sandwich,Good Humor, 1 unit,150,27,4,2,Snacks,All Indian,Vegetarian,Healthy
Party Care Bar,WWE The New Day Chocolate, 0.5 Bar,240,25,15,2,Snacks,All Indian,Vegetarian,Healthy
"Johnny Appleseed (Wwe Bagel, Honey Maple Turkey, Granny Smith Apple, Bacon, Lettuce, No Mayo)",Bagelheads, 1 sandwich,485,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Jelly Filled,Dunkin Doughnuts, 1 doughnut,330,32,22,5,Snacks,All Indian,Vegetarian,Healthy
Jelly Munchkin (Updated),Dunkin' Doughnuts, 1 munchkin,60,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Jelly Doughnuts,Koffee Kup Bakery, 1 doughnut,200,33,6,4,Snacks,All Indian,Vegetarian,Healthy
Sufganiyah (Jelly Doughnuts),AFV, 4 oz,176,36,2,5,Snacks,All Indian,Vegetarian,Healthy
Sufganiyah (Jelly Doughnuts),ADC, 4 oz,176,36,2,5,Snacks,All Indian,Vegetarian,Healthy
"Doughnuts, yeast-leavened, with jelly filling",,,340,39,19,6,Snacks,All Indian,Vegetarian,Healthy
Doughnuts,Doughnuts, 100 g,450,51,25,5,Snacks,All Indian,Vegetarian,Healthy
Mini Raspberry Jelly Doughnuts,Trader Joe's, 4 Doughnuts,200,23,11,3,Snacks,All Indian,Vegetarian,Healthy
Sufganiyot  Jelly Doughnuts (89657.0),Flik, 1 each,217,33,8,3,Snacks,All Indian,Vegetarian,Healthy
Krispy Kreme Doughnuts,Jelly Belly, 30 g,110,27,0,0,Snacks,All Indian,Vegetarian,Healthy
Baked Cake Doughnuts,Doughnuts, 1 doughnut,173,27,5,3,Snacks,All Indian,Vegetarian,Healthy
Doughnuts,Salted caramel doughnuts, 1 doughnut,317,43,14,4,Snacks,All Indian,Vegetarian,Healthy
super doughnuts,super doughnuts, 1 pack,280,43,9,0,Snacks,All Indian,Vegetarian,Healthy
Glazed Doughnuts,Golden Doughnuts, 1 doughnut,154,18,9,3,Snacks,All Indian,Vegetarian,Healthy
Doughnuts,Mrs Dunster's Doughnuts, 1 donut (64g),300,35,16,3,Snacks,All Indian,Vegetarian,Healthy
Krispy Kreme Doughnuts Jelly Beans Mini Pack,Jelly Belly, 1 Package,100,26,0,0,Snacks,All Indian,Vegetarian,Healthy
Oreo Doughnuts,Oreo Doughnuts, 1 doughnut,326,34,19,4,Snacks,All Indian,Vegetarian,Healthy
Doughnuts,Loven, 1 Doughnut,150,22,8,2,Snacks,All Indian,Vegetarian,Healthy
Frosted Vanilla Cake Doughnuts,Duck Doughnuts, 1 doughnut,310,26,12,3,Snacks,All Indian,Vegetarian,Healthy
Doughnuts,Mini Doughnuts, 1 donut,415,51,21,5,Snacks,All Indian,Vegetarian,Healthy
Lemon Tart,Aladdin, 1 Slice,450,50,27,5,Dinner,All Indian,Vegetarian,Healthy
Lemon shortbread tart,Lemon  shortbread tart, 0.1 th,340,46,16,3,Dinner,All Indian,Vegetarian,Healthy
Lemon tart,Entenmanns  mini lemon tart, 2 tarts,400,64,15,2,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Homemade, 1 tart,380,41,23,3,Dinner,All Indian,Vegetarian,Healthy
Tart,Bakery lemon tart, 1 tart,185,27,8,2,Snacks,All Indian,Vegetarian,Healthy
Lemon Tart,Woolworths, 36 g,135,20,5,1,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Sainsbury's, 64 g (1 Slice),294,30,18,3,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Waitrose, 100 g,439,0,28,3,Dinner,All Indian,Vegetarian,Healthy
"Lemon Tart, Mini Homemade",Homemade Mini Lemon Tart, 1 mini tart,36,4,2,1,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Wegmans, 0.167 tart (85g),310,30,21,3,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Coles, 56 g,246,28,13,3,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Starbucks, 1 cake,244,42,7,2,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart 39g,Coles Lemon Flavoured Tart, 1 tart 39g,170,26,7,2,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Generic, 0.333 tart,110,0,7,1,Dinner,All Indian,Vegetarian,Healthy
Lemon Pie/Tart,Lemon Pie/Tart (Food Lion), 1 pie,320,42,16,4,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Carluccio's, 1 tart,539,0,34,0,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Rebbl, 12 fl oz,150,19,8,1,Dinner,All Indian,Vegetarian,Healthy
Lemon tart,Morrisons, 80 g,272,31,14,4,Dinner,All Indian,Vegetarian,Healthy
Lemon Tart,Aladdin Food, 1 Slice,450,50,27,5,Dinner,All Indian,Vegetarian,Healthy
lemon tart ,sainsburys, 1 sixth,282,30,17,3,Dinner,All Indian,Vegetarian,Healthy
Beef Lasagna,Beef Lasagna, 375 g,480,28,22,39,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Morrison, 1 cup,238,16,11,18,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Bene, 1 serving,446,38,19,29,Dinner,All Indian,Non Vegetarian,Healthy
W/ Beef,Lasagna, 1 piece,350,0,0,0,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Woolworths, 250 g,290,46,7,14,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Asda, 375 g,490,37,24,27,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Lazar, 1 cup,260,31,8,17,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Iceland, 500 g,618,59,28,30,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Compliments, 300 grams,360,40,13,23,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna ,Youfoidz Beef Lasagna, 300 gram,384,31,21,18,Dinner,All Indian,Non Vegetarian,Healthy
Lasagna (Beef),Dfac, 1 slice,396,0,9,0,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,ARAMARK Healthcare, 1 serving,446,38,19,29,Dinner,All Indian,Non Vegetarian,Healthy
beef lasagna,beef lasagne, 100 g,130,12,6,7,Dinner,All Indian,Non Vegetarian,Healthy
Beef lasagna,HEB, 1 cup,360,38,16,18,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Michigan Dining, 5 Oz Serving,248,17,11,20,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Fit2go, 1 container,168,18,6,12,Dinner,All Indian,Non Vegetarian,Healthy
Beef Lasagna,Southgate, 1 Can (213g),200,21,9,8,Dinner,All Indian,Non Vegetarian,Healthy
Lasagna,Compliments Beef Lasagna, 250 gram,290,32,10,18,Dinner,All Indian,Vegetarian,Healthy
Ella's Lasagna,Beef Lasagna, 1 slice,410,29,18,31,Dinner,All Indian,Vegetarian,Healthy
"Beef, Sausage, Cbm",Lasagna, 0.5 Cup Cooked,170,31,15,21,Dinner,All Indian,Non Vegetarian,Healthy
Barfi,Barfi, 1 peice,84,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Plain,Indian Sweet Barfi (Khoya), 100 g,284,39,12,7,Breakfast,All Indian,Vegetarian,Healthy
Barfi (Plain Khoya Barfi),Ambala, 1 piece (about 52 grams),178,24,8,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Pooja, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,AhbabÂ Barfi, 25 g,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Koya, 1 piece,77,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Barfi,Trinidad, 46 g,150,17,7,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,(Jhs), 1 slice (50g),270,28,17,3,Snacks,All Indian,Vegetarian,Healthy
Mava Barfi,Bikaji, 1 Piece,105,12,5,3,Snacks,All Indian,Vegetarian,Healthy
kaju barfi,bikanerwala, 1 piece,78,9,4,2,Snacks,All Indian,Vegetarian,Healthy
Besan barfi,Mazza, 100 g (2x50g),287,31,20,6,Snacks,All Indian,Vegetarian,Healthy
Kaju Barfi,Generic, 1 pc,90,15,13,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Indian Deli, 1 per cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Khajur Barfi,Haldiram's, 20 g,100,11,5,2,Snacks,All Indian,Vegetarian,Healthy
Coconut / Milk Barfi,India, 100 g,460,60,20,4,Snacks,All Indian,Vegetarian,Healthy
Badam Barfi,Shri Mithai, 30 gms,130,15,8,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Ambala, 100 gram,363,49,16,11,Snacks,All Indian,Vegetarian,Healthy
Indian Sweet,Chitale - Amba Barfi Burfi, 100 grams,430,71,13,8,Snacks,All Indian,Vegetarian,Healthy
Barfi,Shahzeb's, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Rajarams, 100 gram,489,60,25,13,Snacks,All Indian,Vegetarian,Healthy
Barfi,Barfi, 1 peice,84,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Plain,Indian Sweet Barfi (Khoya), 100 g,284,39,12,7,Breakfast,All Indian,Vegetarian,Healthy
Barfi (Plain Khoya Barfi),Ambala, 1 piece (about 52 grams),178,24,8,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Pooja, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,AhbabÂ Barfi, 25 g,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Koya, 1 piece,77,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Barfi,Trinidad, 46 g,150,17,7,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,(Jhs), 1 slice (50g),270,28,17,3,Snacks,All Indian,Vegetarian,Healthy
Mava Barfi,Bikaji, 1 Piece,105,12,5,3,Snacks,All Indian,Vegetarian,Healthy
kaju barfi,bikanerwala, 1 piece,78,9,4,2,Snacks,All Indian,Vegetarian,Healthy
Besan barfi,Mazza, 100 g (2x50g),287,31,20,6,Snacks,All Indian,Vegetarian,Healthy
Kaju Barfi,Generic, 1 pc,90,15,13,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Indian Deli, 1 per cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Khajur Barfi,Haldiram's, 20 g,100,11,5,2,Snacks,All Indian,Vegetarian,Healthy
Coconut / Milk Barfi,India, 100 g,460,60,20,4,Snacks,All Indian,Vegetarian,Healthy
Badam Barfi,Shri Mithai, 30 gms,130,15,8,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Ambala, 100 gram,363,49,16,11,Snacks,All Indian,Vegetarian,Healthy
Indian Sweet,Chitale - Amba Barfi Burfi, 100 grams,430,71,13,8,Snacks,All Indian,Vegetarian,Healthy
Barfi,Shahzeb's, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Rajarams, 100 gram,489,60,25,13,Snacks,All Indian,Vegetarian,Healthy
Barfi,Barfi, 1 peice,84,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Barfi (Plain Khoya Barfi),Ambala, 1 piece (about 52 grams),178,24,8,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Pooja, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,AhbabÂ Barfi, 25 g,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Koya, 1 piece,77,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Barfi,Trinidad, 46 g,150,17,7,4,Snacks,All Indian,Vegetarian,Healthy
the Most Accurate One!,Generic Gajar Ki Barfi, 1 cup,100,1,1,50,Breakfast,All Indian,Vegetarian,Healthy
Barfi,(Jhs), 1 slice (50g),270,28,17,3,Snacks,All Indian,Vegetarian,Healthy
Mava Barfi,Bikaji, 1 Piece,105,12,5,3,Snacks,All Indian,Vegetarian,Healthy
kaju barfi,bikanerwala, 1 piece,78,9,4,2,Snacks,All Indian,Vegetarian,Healthy
Besan barfi,Mazza, 100 g (2x50g),287,31,20,6,Snacks,All Indian,Vegetarian,Healthy
Kaju Barfi,Generic, 1 pc,90,15,13,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Indian Deli, 1 per cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Khajur Barfi,Haldiram's, 20 g,100,11,5,2,Snacks,All Indian,Vegetarian,Healthy
Coconut / Milk Barfi,India, 100 g,460,60,20,4,Snacks,All Indian,Vegetarian,Healthy
Badam Barfi,Shri Mithai, 30 gms,130,15,8,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Ambala, 100 gram,363,49,16,11,Snacks,All Indian,Vegetarian,Healthy
Barfi,Shahzeb's, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Rajarams, 100 gram,489,60,25,13,Snacks,All Indian,Vegetarian,Healthy
White Barfi [Mitai],Generic, 1 cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Barfi,Barfi, 1 peice,84,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Barfi (Plain Khoya Barfi),Ambala, 1 piece (about 52 grams),178,24,8,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Pooja, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,AhbabÂ Barfi, 25 g,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Koya, 1 piece,77,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Barfi,Trinidad, 46 g,150,17,7,4,Snacks,All Indian,Vegetarian,Healthy
the Most Accurate One!,Generic Gajar Ki Barfi, 1 cup,100,1,1,50,Breakfast,All Indian,Vegetarian,Healthy
Barfi,(Jhs), 1 slice (50g),270,28,17,3,Snacks,All Indian,Vegetarian,Healthy
Mava Barfi,Bikaji, 1 Piece,105,12,5,3,Snacks,All Indian,Vegetarian,Healthy
kaju barfi,bikanerwala, 1 piece,78,9,4,2,Snacks,All Indian,Vegetarian,Healthy
Besan barfi,Mazza, 100 g (2x50g),287,31,20,6,Snacks,All Indian,Vegetarian,Healthy
Kaju Barfi,Generic, 1 pc,90,15,13,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Indian Deli, 1 per cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Khajur Barfi,Haldiram's, 20 g,100,11,5,2,Snacks,All Indian,Vegetarian,Healthy
Barfi,Ambala, 100 gram,363,49,16,11,Snacks,All Indian,Vegetarian,Healthy
Coconut / Milk Barfi,India, 100 g,460,60,20,4,Snacks,All Indian,Vegetarian,Healthy
Badam Barfi,Shri Mithai, 30 gms,130,15,8,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Shahzeb's, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Rajarams, 100 gram,489,60,25,13,Snacks,All Indian,Vegetarian,Healthy
White Barfi [Mitai],Generic, 1 cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Barfi,Barfi, 1 peice,84,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Barfi (Plain Khoya Barfi),Ambala, 1 piece (about 52 grams),178,24,8,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Pooja, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,AhbabÂ Barfi, 25 g,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Koya, 1 piece,77,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Barfi,Trinidad, 46 g,150,17,7,4,Snacks,All Indian,Vegetarian,Healthy
the Most Accurate One!,Generic Gajar Ki Barfi, 1 cup,100,1,1,50,Breakfast,All Indian,Vegetarian,Healthy
Barfi,(Jhs), 1 slice (50g),270,28,17,3,Snacks,All Indian,Vegetarian,Healthy
Mava Barfi,Bikaji, 1 Piece,105,12,5,3,Snacks,All Indian,Vegetarian,Healthy
kaju barfi,bikanerwala, 1 piece,78,9,4,2,Snacks,All Indian,Vegetarian,Healthy
Besan barfi,Mazza, 100 g (2x50g),287,31,20,6,Snacks,All Indian,Vegetarian,Healthy
Kaju Barfi,Generic, 1 pc,90,15,13,4,Snacks,All Indian,Vegetarian,Healthy
Barfi,Indian Deli, 1 per cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Khajur Barfi,Haldiram's, 20 g,100,11,5,2,Snacks,All Indian,Vegetarian,Healthy
Coconut / Milk Barfi,India, 100 g,460,60,20,4,Snacks,All Indian,Vegetarian,Healthy
Badam Barfi,Shri Mithai, 30 gms,130,15,8,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Ambala, 100 gram,363,49,16,11,Snacks,All Indian,Vegetarian,Healthy
Barfi,Shahzeb's, 1 piece,125,17,5,3,Snacks,All Indian,Vegetarian,Healthy
Barfi,Rajarams, 100 gram,489,60,25,13,Snacks,All Indian,Vegetarian,Healthy
White Barfi [Mitai],Generic, 1 cubic inch,59,8,3,1,Snacks,All Indian,Vegetarian,Healthy
Masala Vada,Masala Vada, 2 pc,100,19,1,5,Snacks,South Indian,Vegetarian,Healthy
Masala Vada,Generic, 1 piece,100,19,4,5,Snacks,South Indian,Vegetarian,Healthy
Masala Vada (Chenna Dal),Generic, 10 g (1 piece),10,2,1,0,Snacks,South Indian,Vegetarian,Healthy
CroquetteÂ TikkaÂ Masala,VadaÂ Pow, 110 gram,135,15,7,3,Snacks,All Indian,Vegetarian,Healthy
MasalaÂ vada,MinuteÂ khansÂ Â Haldiram, 2 pcs,270,21,18,7,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Homemade - Medu Vada, 2 Pieces,334,43,11,14,Snacks,South Indian,Vegetarian,Healthy
Vada,Generic, 1 No,115,12,6,2,Snacks,South Indian,Vegetarian,Healthy
Vada,Vish, 1 Piece - 66 grams,240,16,18,6,Snacks,South Indian,Vegetarian,Healthy
Vada,Ammas pariippu vada, 2 pc,136,20,3,7,Snacks,South Indian,Vegetarian,Healthy
Vada for Dahi-Vada,Deep Indian Gourmet, 2 Pieces,140,11,8,5,Snacks,South Indian,Vegetarian,Healthy
Dahi Vada,Homemade, 2 pieces,334,28,21,11,Snacks,South Indian,Vegetarian,Healthy
Vada Pav,Generic, 1 piece,300,55,9,3,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Udupi, 2 pieces (66g),180,24,7,6,Snacks,South Indian,Vegetarian,Healthy
Vada,Baps, 1 oz,200,18,10,10,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Test, 1 Piece,170,24,6,4,Snacks,South Indian,Vegetarian,Healthy
Dahi Vada,Sdsa, 2 pieces,360,60,16,4,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Udipi, 1 piece,185,15,6,8,Snacks,South Indian,Vegetarian,Healthy
Medhu Vada,Generic, 1 piece,240,16,18,6,Snacks,South Indian,Vegetarian,Healthy
Sabudana Vada,Homemade, 1 piece 25 g,150,0,0,0,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Generic, 2 pcs,334,43,11,14,Snacks,South Indian,Vegetarian,Healthy
Masala Vada,Masala Vada, 2 pc,100,19,1,5,Snacks,South Indian,Vegetarian,Healthy
Masala Vada,Generic, 1 piece,100,19,4,5,Snacks,South Indian,Vegetarian,Healthy
Masala Vada (Chenna Dal),Generic, 10 g (1 piece),10,2,1,0,Snacks,South Indian,Vegetarian,Healthy
MasalaÂ vada,MinuteÂ khansÂ Â Haldiram, 2 pcs,270,21,18,7,Snacks,South Indian,Vegetarian,Healthy
CroquetteÂ TikkaÂ Masala,VadaÂ Pow, 110 gram,135,15,7,3,Snacks,All Indian,Vegetarian,Healthy
Medu Vada,Homemade - Medu Vada, 2 Pieces,334,43,11,14,Snacks,South Indian,Vegetarian,Healthy
Vada,Generic, 1 No,115,12,6,2,Snacks,South Indian,Vegetarian,Healthy
Vada,Vish, 1 Piece - 66 grams,240,16,18,6,Snacks,South Indian,Vegetarian,Healthy
Vada,Ammas pariippu vada, 2 pc,136,20,3,7,Snacks,South Indian,Vegetarian,Healthy
Vada for Dahi-Vada,Deep Indian Gourmet, 2 Pieces,140,11,8,5,Snacks,South Indian,Vegetarian,Healthy
Dahi Vada,Homemade, 2 pieces,334,28,21,11,Snacks,South Indian,Vegetarian,Healthy
Vada Pav,Generic, 1 piece,300,55,9,3,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Udupi, 2 pieces (66g),180,24,7,6,Snacks,South Indian,Vegetarian,Healthy
Vada,Baps, 1 oz,200,18,10,10,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Test, 1 Piece,170,24,6,4,Snacks,South Indian,Vegetarian,Healthy
Dahi Vada,Sdsa, 2 pieces,360,60,16,4,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Udipi, 1 piece,185,15,6,8,Snacks,South Indian,Vegetarian,Healthy
Medhu Vada,Generic, 1 piece,240,16,18,6,Snacks,South Indian,Vegetarian,Healthy
Sabudana Vada,Homemade, 1 piece 25 g,150,0,0,0,Snacks,South Indian,Vegetarian,Healthy
Medu Vada,Generic, 2 pcs,334,43,11,14,Snacks,South Indian,Vegetarian,Healthy
Risotto Media,Risotto, 100 Gr,345,77,1,7,Dinner,All Indian,Vegetarian,Healthy
Risotto Carciofi,Risotto, 80 g,513,0,0,0,Dinner,All Indian,Vegetarian,Healthy
Risotto,zizzi risotto funghi, 1 plate,507,70,20,14,Dinner,All Indian,Vegetarian,Healthy
risotto,Risotto Milanese, 100 gram,352,83,1,9,Dinner,All Indian,Vegetarian,Healthy
Mushroom Risotto,Risotto, 0.667 cup,250,34,10,4,Dinner,All Indian,Vegetarian,Healthy
Arroz Risotto,Risotto, 1 plato,205,45,0,4,Dinner,All Indian,Vegetarian,Healthy
risotto ,Sainsbury risotto, 1 cup,350,65,5,7,Dinner,All Indian,Vegetarian,Healthy
Risotto,Tomato risotto, 100 g,156,32,1,4,Dinner,All Indian,Vegetarian,Healthy
Risotto Con Zucchine,Risotto, 1 g,492,81,13,12,Dinner,All Indian,Vegetarian,Healthy
Mushroom Risotto,Alessi Risotto, 0.25 cup (56 g) dry,210,39,3,5,Dinner,All Indian,Vegetarian,Healthy
Parmesean Risotto,Parmesean Risotto, 1 Cup,307,46,9,10,Dinner,All Indian,Vegetarian,Healthy
Corn Risotto,Corn Risotto, 1 cup,226,45,2,5,Dinner,All Indian,Vegetarian,Healthy
Spinach Risotto,Homemade Risotto, 1 cup,160,0,0,0,Dinner,All Indian,Vegetarian,Healthy
Risotto Aux LÃ©gumes,Risotto, 150 g,250,22,7,6,Dinner,All Indian,Vegetarian,Healthy
Safran Risotto,Risotto Coop, 100 g,220,25,11,4,Dinner,All Indian,Vegetarian,Healthy
Ground Beef Risotto,Risotto, 1.75 cups,460,44,17,31,Dinner,All Indian,Vegetarian,Healthy
Edamame Risotto,Risotto, 1 cup,398,0,14,0,Dinner,All Indian,Vegetarian,Healthy
Risotto,Black Rice Risotto, 0.75 cup,450,65,13,21,Dinner,All Indian,Vegetarian,Healthy
Risotto aux asperges,Risotto, 100 g,162,18,8,5,Dinner,All Indian,Vegetarian,Healthy
Risotto,Risotto Carnaroli, 100 gram,352,70,1,9,Dinner,All Indian,Vegetarian,Healthy
Snickers Kudos,Kudos, 1 bar,100,16,4,1,Snacks,All Indian,Vegetarian,Healthy
Dove,Kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
Snicker Bar,Kudos, 1 bar,100,16,4,2,Snacks,All Indian,Vegetarian,Healthy
M&m,kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
with Snickers,Kudos, 1 bar,100,16,4,2,Snacks,All Indian,Vegetarian,Healthy
Granola Bar,Kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
Peanut Butter,Kudos, 1 bar,130,18,6,2,Snacks,All Indian,Vegetarian,Healthy
Snickers Granola Bar,Kudos, 1 bar,100,16,4,2,Snacks,All Indian,Vegetarian,Healthy
Snickers,Kudos, 100 g,293,2,25,14,Snacks,All Indian,Vegetarian,Healthy
Dove,Kudos, 1 bagle,418,49,21,5,Snacks,All Indian,Vegetarian,Healthy
Dove Chocolate Drizzle,Kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
M&m Bar,Kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
Mae Goreng,Kudos, 1 Portion,397,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Peanut Butter Bar,Kudos, 1 bar,100,13,4,1,Snacks,All Indian,Vegetarian,Healthy
M & M 's,Kudos, 1 bar,100,17,3,1,Snacks,All Indian,Vegetarian,Healthy
Spicy Beef Szechuan,Kudos, 1 plate,547,0,0,0,Dinner,All Indian,Non Vegetarian,Healthy
Green tea,KUDOS, 1 tea bag,0,0,0,0,Snacks,All Indian,Vegetarian,Healthy
M&M's,Kudos, 100 g,51,6,1,4,Dinner,All Indian,Vegetarian,Healthy
2013 Pinot Noir ,Kudos, 5 oz,120,0,0,0,Snacks,All Indian,Vegetarian,Healthy
90 Calorie Chocolate Chip,Kudos, 1 Bar,90,17,4,1,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Hamas artichoke heart tortelloni,Mattarello, 125 g,281,44,6,11,Snacks,All Indian,Vegetarian,Healthy
Photo Fries,Oishi, 1.06 oz.,150,20,7,2,Snacks,All Indian,Vegetarian,Healthy
photo starch,starch, 14 g,10,3,0,1,Snacks,All Indian,Vegetarian,Healthy
Protein,Photo, 26 gm,96,1,0,23,Snacks,All Indian,Vegetarian,Healthy
Photo Snacks,Crispy, 20 gram,100,12,5,3,Snacks,All Indian,Vegetarian,Healthy
CO-Q10,Photo Therapy, 1 Tablet,5,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Create Your Own Photo Cake,Asda, 1 slice,161,37,7,0,Snacks,All Indian,Vegetarian,Healthy
PhotoÂ vitamin,Cenegenics, 2 capsules,0,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Photo Circle,Generic, 18 g,97,11,6,1,Snacks,All Indian,Vegetarian,Healthy
Photo cake,Morrisons, 1 Slice (61g),325,33,21,2,Snacks,All Indian,Vegetarian,Healthy
Photo Celebaration Cake,Sainsbury's, 1 Slice (24 per Cake),309,52,11,2,Snacks,All Indian,Vegetarian,Healthy
Jaga Pikkuru,Photo Farm, 1 bag (18g),108,9,8,0,Snacks,All Indian,Vegetarian,Healthy
